carat,cut,color,clarity,depth,table,price,x,y,z,log_price,cut_encoded,color_encoded,clarity_encoded
0.7,Ideal,F,VS1,62.2,56.0,2792,5.73,5.68,3.55,7.934513463882263,4,4,4
0.79,Very Good,G,SI1,60.6,57.0,2793,5.98,6.06,3.65,7.934871565945177,2,3,2
0.7,Very Good,E,VS2,62.9,57.0,2793,5.66,5.69,3.57,7.934871565945177,2,5,3
0.7,Good,E,VS2,64.1,55.0,2793,5.6,5.66,3.61,7.934871565945177,1,5,3
0.76,Ideal,I,VS2,61.3,56.0,2793,5.87,5.91,3.61,7.934871565945177,4,1,3
0.73,Ideal,H,VS2,62.7,55.0,2793,5.72,5.76,3.6,7.934871565945177,4,2,3
0.79,Very Good,E,SI1,63.2,56.0,2794,5.91,5.86,3.72,7.935229539816907,2,5,2
0.71,Very Good,E,VS2,60.7,56.0,2795,5.81,5.82,3.53,7.9355873855892,2,5,3
0.81,Premium,I,VVS2,61.9,60.0,2795,5.91,5.86,3.64,7.9355873855892,3,1,5
0.81,Ideal,F,SI2,62.6,55.0,2795,5.92,5.96,3.72,7.9355873855892,4,4,1
0.72,Good,F,VS1,60.7,60.0,2795,5.74,5.72,3.48,7.9355873855892,1,4,4
0.72,Premium,D,SI2,62.0,60.0,2795,5.73,5.69,3.54,7.9355873855892,3,6,1
0.72,Premium,I,IF,63.0,57.0,2795,5.72,5.7,3.6,7.9355873855892,3,1,7
0.81,Premium,H,VS2,58.0,59.0,2795,6.17,6.13,3.57,7.9355873855892,3,2,3
0.72,Premium,G,VS2,62.9,57.0,2795,5.73,5.65,3.58,7.9355873855892,3,3,3
1.0,Premium,I,SI2,58.2,60.0,2795,6.61,6.55,3.83,7.9355873855892,3,1,1
0.73,Good,E,SI1,63.2,58.0,2796,5.7,5.76,3.62,7.935945103353701,1,5,2
0.81,Very Good,H,SI2,61.3,59.0,2797,5.94,6.01,3.66,7.936302693201959,2,2,1
0.81,Very Good,E,SI1,60.3,60.0,2797,6.07,6.1,3.67,7.936302693201959,2,5,2
0.71,Premium,D,SI1,62.7,60.0,2797,5.67,5.71,3.57,7.936302693201959,3,6,2
0.71,Premium,D,SI1,61.3,58.0,2797,5.73,5.75,3.52,7.936302693201959,3,6,2
0.71,Premium,D,SI1,61.6,60.0,2797,5.74,5.69,3.52,7.936302693201959,3,6,2
0.57,Ideal,F,VVS2,61.9,55.0,2797,5.34,5.35,3.31,7.936302693201959,4,4,5
0.51,Ideal,D,VVS1,61.7,56.0,2797,5.12,5.16,3.17,7.936302693201959,4,6,6
0.72,Ideal,G,VS2,61.9,58.0,2797,5.72,5.75,3.55,7.936302693201959,4,3,3
0.74,Ideal,H,VS1,61.8,58.0,2797,5.77,5.81,3.58,7.936302693201959,4,2,4
0.74,Ideal,H,VS1,61.6,56.0,2797,5.81,5.82,3.58,7.936302693201959,4,2,4
0.7,Fair,G,VVS1,58.8,66.0,2797,5.81,5.9,3.44,7.936302693201959,0,3,6
0.8,Premium,F,SI2,61.0,57.0,2797,6.03,6.01,3.67,7.936302693201959,3,4,1
1.01,Fair,E,SI2,67.4,60.0,2797,6.19,6.05,4.13,7.936302693201959,0,5,1
0.8,Very Good,H,VS2,63.4,60.0,2797,5.92,5.82,3.72,7.936302693201959,2,2,3
0.77,Ideal,I,VS1,61.5,59.0,2798,5.87,5.91,3.62,7.936660155225426,4,1,4
0.83,Very Good,E,SI2,58.0,62.0,2799,6.19,6.25,3.61,7.937017489515454,2,5,1
0.82,Ideal,F,SI2,62.4,54.0,2799,5.97,6.02,3.74,7.937017489515454,4,4,1
0.78,Ideal,D,SI1,61.9,57.0,2799,5.91,5.86,3.64,7.937017489515454,4,6,2
0.6,Very Good,G,IF,61.6,56.0,2800,5.43,5.46,3.35,7.937374696163295,2,3,7
0.9,Good,I,SI2,62.2,59.0,2800,6.07,6.11,3.79,7.937374696163295,1,1,1
0.7,Premium,E,VS1,62.2,58.0,2800,5.6,5.66,3.5,7.937374696163295,3,5,4
0.9,Very Good,I,SI2,61.3,56.0,2800,6.17,6.23,3.8,7.937374696163295,2,1,1
0.83,Ideal,G,SI1,62.3,57.0,2800,5.99,6.08,3.76,7.937374696163295,4,3,2
0.83,Ideal,G,SI1,61.8,57.0,2800,6.03,6.07,3.74,7.937374696163295,4,3,2
0.83,Very Good,H,SI1,62.5,59.0,2800,5.95,6.02,3.74,7.937374696163295,2,2,2
0.74,Premium,G,VS1,62.9,60.0,2800,5.74,5.68,3.59,7.937374696163295,3,3,4
0.79,Ideal,I,VS1,61.8,59.0,2800,5.92,5.95,3.67,7.937374696163295,4,1,4
0.61,Ideal,G,IF,62.3,56.0,2800,5.43,5.45,3.39,7.937374696163295,4,3,7
0.76,Fair,G,VS1,59.0,70.0,2800,5.89,5.8,3.46,7.937374696163295,0,3,4
0.96,Ideal,F,I1,60.7,55.0,2801,6.37,6.41,3.88,7.937731775260109,4,4,0
0.73,Ideal,F,VS2,62.5,55.0,2801,5.8,5.76,3.61,7.937731775260109,4,4,3
0.73,Premium,F,VS2,62.7,58.0,2801,5.76,5.7,3.59,7.937731775260109,3,4,3
0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,5.96,3.59,7.937731775260109,4,2,2
0.71,Premium,F,VS2,62.1,58.0,2801,5.7,5.67,3.53,7.937731775260109,3,4,3
0.71,Good,F,VS2,57.8,60.0,2801,5.9,5.87,3.4,7.937731775260109,1,4,3
0.71,Good,F,VS2,63.8,58.0,2801,5.64,5.61,3.59,7.937731775260109,1,4,3
0.71,Premium,F,VS2,62.8,57.0,2801,5.69,5.64,3.56,7.937731775260109,3,4,3
1.04,Premium,G,I1,62.2,58.0,2801,6.46,6.41,4.0,7.937731775260109,3,3,0
1.0,Premium,J,SI2,62.3,58.0,2801,6.45,6.34,3.98,7.937731775260109,3,0,1
0.87,Very Good,G,SI2,59.9,58.0,2802,6.19,6.23,3.72,7.938088726896952,2,3,1
0.53,Ideal,F,IF,61.9,54.0,2802,5.22,5.25,3.24,7.938088726896952,4,4,7
0.72,Premium,E,VS2,63.0,55.0,2802,5.79,5.61,3.59,7.938088726896952,3,5,3
0.72,Premium,F,VS1,62.4,58.0,2802,5.83,5.7,3.6,7.938088726896952,3,4,4
0.7,Very Good,F,VS2,62.9,58.0,2803,5.63,5.65,3.55,7.938445551164788,2,4,3
0.74,Very Good,E,SI1,63.5,56.0,2803,5.74,5.79,3.66,7.938445551164788,2,5,2
0.71,Ideal,G,VS2,61.3,56.0,2803,5.75,5.71,3.51,7.938445551164788,4,3,3
0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,5.89,3.55,7.938445551164788,4,5,2
0.7,Good,G,VS1,65.1,58.0,2803,5.56,5.59,3.63,7.938445551164788,1,3,4
0.71,Premium,F,VS2,62.6,58.0,2803,5.7,5.67,3.56,7.938445551164788,3,4,3
0.71,Premium,F,VS2,58.0,62.0,2803,5.85,5.81,3.38,7.938445551164788,3,4,3
0.71,Premium,G,VS1,62.4,61.0,2803,5.7,5.65,3.54,7.938445551164788,3,3,4
0.77,Premium,G,VS2,61.3,57.0,2803,5.93,5.88,3.62,7.938445551164788,3,3,3
0.71,Premium,G,VS2,59.9,60.0,2803,5.81,5.77,3.47,7.938445551164788,3,3,3
0.78,Premium,G,VS2,60.8,58.0,2803,6.03,5.95,3.64,7.938445551164788,3,3,3
0.71,Very Good,G,VS1,63.5,55.0,2803,5.66,5.64,3.59,7.938445551164788,2,3,4
0.91,Ideal,D,SI2,62.2,57.0,2803,6.21,6.15,3.85,7.938445551164788,4,6,1
0.71,Very Good,E,VS2,63.8,58.0,2804,5.62,5.66,3.6,7.938802248154481,2,5,3
0.71,Very Good,E,VS2,64.0,57.0,2804,5.66,5.68,3.63,7.938802248154481,2,5,3
0.8,Very Good,E,SI2,62.5,56.0,2804,5.88,5.96,3.7,7.938802248154481,2,5,1
0.7,Very Good,D,SI1,62.3,58.0,2804,5.69,5.73,3.56,7.938802248154481,2,6,2
0.72,Ideal,F,VS1,61.7,57.0,2804,5.74,5.77,3.55,7.938802248154481,4,4,4
0.72,Very Good,F,VS1,62.2,58.0,2804,5.75,5.7,3.56,7.938802248154481,2,4,4
0.82,Ideal,H,VS2,61.5,56.0,2804,6.01,6.08,3.72,7.938802248154481,4,2,3
0.7,Ideal,D,SI1,61.0,59.0,2804,5.68,5.7,3.47,7.938802248154481,4,6,2
0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58,7.938802248154481,4,6,2
0.72,Ideal,D,SI1,61.5,54.0,2804,5.77,5.8,3.56,7.938802248154481,4,6,2
0.9,Fair,I,SI1,67.3,59.0,2804,5.93,5.84,3.96,7.938802248154481,0,1,2
0.74,Premium,F,VS2,61.7,58.0,2805,5.85,5.78,3.59,7.9391588179567965,3,4,3
0.74,Premium,F,VS2,61.9,56.0,2805,5.8,5.77,3.58,7.9391588179567965,3,4,3
0.73,Ideal,E,SI2,61.8,58.0,2805,5.77,5.81,3.58,7.9391588179567965,4,5,1
0.57,Fair,E,VVS1,58.7,66.0,2805,5.34,5.43,3.16,7.9391588179567965,0,5,6
0.73,Premium,F,VS2,62.5,57.0,2805,5.75,5.7,3.58,7.9391588179567965,3,4,3
0.72,Ideal,G,VS2,62.8,56.0,2805,5.74,5.7,3.59,7.9391588179567965,4,3,3
0.74,Fair,F,VS2,61.1,68.0,2805,5.82,5.75,3.53,7.9391588179567965,0,4,3
0.82,Good,G,VS2,64.0,57.0,2805,5.92,5.89,3.78,7.9391588179567965,1,3,3
0.81,Very Good,G,SI1,62.5,60.0,2806,5.89,5.94,3.69,7.939515260662406,2,3,2
0.75,Very Good,H,VVS1,60.6,58.0,2806,5.85,5.9,3.56,7.939515260662406,2,2,6
0.7,Ideal,F,SI1,61.6,55.0,2806,5.72,5.74,3.53,7.939515260662406,4,4,2
0.71,Very Good,F,VS1,62.2,58.0,2807,5.66,5.72,3.54,7.939871576361883,2,4,4
0.71,Very Good,F,VS1,60.0,57.0,2807,5.84,5.9,3.52,7.939871576361883,2,4,4
0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,3.84,7.939871576361883,3,0,1
0.8,Very Good,H,VS2,62.8,57.0,2808,5.87,5.91,3.7,7.940227765145702,2,2,3
0.7,Very Good,F,VS1,62.0,57.0,2808,5.64,5.71,3.52,7.940227765145702,2,4,4
1.0,Fair,G,I1,66.4,59.0,2808,6.16,6.09,4.07,7.940227765145702,0,3,0
0.75,Very Good,G,VS2,63.4,56.0,2808,5.78,5.74,3.65,7.940227765145702,2,3,3
0.58,Ideal,E,VVS2,60.9,56.0,2808,5.41,5.43,3.3,7.940227765145702,4,5,5
0.73,Very Good,D,SI1,63.1,57.0,2808,5.74,5.7,3.61,7.940227765145702,2,6,2
0.81,Very Good,F,SI1,63.1,59.0,2809,5.85,5.79,3.67,7.940583827104244,2,4,2
0.81,Premium,D,SI2,59.2,57.0,2809,6.15,6.05,3.61,7.940583827104244,3,6,1
0.71,Premium,F,SI1,60.7,54.0,2809,5.84,5.8,3.53,7.940583827104244,3,4,2
1.2,Fair,F,I1,64.6,56.0,2809,6.73,6.66,4.33,7.940583827104244,0,4,0
0.7,Very Good,F,VS1,61.8,56.0,2810,5.63,5.7,3.5,7.940939762327791,2,4,4
0.7,Very Good,F,VS1,59.9,60.0,2810,5.77,5.84,3.48,7.940939762327791,2,4,4
0.74,Ideal,D,SI2,61.7,55.0,2810,5.81,5.85,3.6,7.940939762327791,4,6,1
0.7,Good,F,VS1,62.8,61.0,2810,5.57,5.61,3.51,7.940939762327791,1,4,4
0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,3.69,7.940939762327791,1,3,2
0.75,Very Good,F,SI1,63.4,58.0,2811,5.72,5.76,3.64,7.941295570906532,2,4,2
0.83,Very Good,D,SI1,63.5,54.0,2811,5.98,5.95,3.79,7.941295570906532,2,6,2
1.0,Fair,J,VS2,65.7,59.0,2811,6.14,6.07,4.01,7.941295570906532,0,0,3
0.99,Fair,I,SI2,68.1,56.0,2811,6.21,6.06,4.18,7.941295570906532,0,1,1
0.7,Very Good,G,VS1,63.0,60.0,2812,5.57,5.64,3.53,7.941651252930556,2,3,4
0.7,Very Good,F,VS2,59.5,58.0,2812,5.75,5.85,3.45,7.941651252930556,2,4,3
0.7,Good,E,SI1,63.5,59.0,2812,5.49,5.53,3.5,7.941651252930556,1,5,2
0.7,Very Good,F,VS2,61.7,58.0,2812,5.63,5.69,3.49,7.941651252930556,2,4,3
0.32,Premium,I,SI1,62.7,58.0,554,4.37,4.34,2.73,6.317164686747284,3,1,2
0.32,Premium,I,SI1,62.8,58.0,554,4.39,4.34,2.74,6.317164686747284,3,1,2
0.32,Ideal,I,SI1,62.4,57.0,554,4.37,4.35,2.72,6.317164686747284,4,1,2
0.32,Premium,I,SI1,61.0,59.0,554,4.39,4.36,2.67,6.317164686747284,3,1,2
0.32,Very Good,I,SI1,63.1,56.0,554,4.39,4.36,2.76,6.317164686747284,2,1,2
0.32,Ideal,I,SI1,60.7,57.0,554,4.47,4.42,2.7,6.317164686747284,4,1,2
0.3,Premium,H,SI1,60.9,59.0,554,4.31,4.29,2.62,6.317164686747284,3,2,2
0.3,Premium,H,SI1,60.1,55.0,554,4.41,4.38,2.64,6.317164686747284,3,2,2
0.3,Premium,H,SI1,62.9,58.0,554,4.28,4.24,2.68,6.317164686747284,3,2,2
0.3,Very Good,H,SI1,63.3,56.0,554,4.29,4.27,2.71,6.317164686747284,2,2,2
0.3,Good,H,SI1,63.8,55.0,554,4.26,4.2,2.7,6.317164686747284,1,2,2
0.3,Ideal,H,SI1,62.9,57.0,554,4.27,4.22,2.67,6.317164686747284,4,2,2
0.3,Very Good,H,SI1,63.4,60.0,554,4.25,4.23,2.69,6.317164686747284,2,2,2
0.32,Good,I,SI1,63.9,55.0,554,4.36,4.34,2.78,6.317164686747284,1,1,2
0.33,Ideal,H,SI2,61.4,56.0,554,4.85,4.79,2.95,6.317164686747284,4,2,1
0.29,Very Good,E,VS1,61.9,55.0,555,4.28,4.33,2.66,6.318968113746434,2,5,4
0.29,Very Good,E,VS1,62.4,55.0,555,4.2,4.25,2.63,6.318968113746434,2,5,4
0.31,Very Good,F,SI1,61.8,58.0,555,4.32,4.35,2.68,6.318968113746434,2,4,2
0.34,Ideal,H,VS2,61.5,56.0,555,4.47,4.5,2.76,6.318968113746434,4,2,3
0.34,Ideal,H,VS2,60.4,57.0,555,4.54,4.57,2.75,6.318968113746434,4,2,3
0.34,Ideal,I,VS1,61.8,55.0,555,4.48,4.52,2.78,6.318968113746434,4,1,4
0.34,Ideal,I,VS1,62.0,56.0,555,4.5,4.53,2.8,6.318968113746434,4,1,4
0.3,Ideal,G,VS1,62.3,56.0,555,4.29,4.31,2.68,6.318968113746434,4,3,4
0.29,Ideal,F,VS1,61.6,56.0,555,4.26,4.31,2.64,6.318968113746434,4,4,4
0.35,Ideal,G,SI1,60.6,56.0,555,4.56,4.58,2.77,6.318968113746434,4,3,2
0.43,Very Good,E,I1,58.4,62.0,555,4.94,5.0,2.9,6.318968113746434,2,5,0
0.32,Very Good,F,VS2,61.4,58.0,556,4.37,4.42,2.7,6.320768294250582,2,4,3
0.36,Ideal,I,VS2,61.9,56.0,556,4.54,4.57,2.82,6.320768294250582,4,1,3
0.3,Ideal,G,VS2,62.0,56.0,556,4.28,4.3,2.66,6.320768294250582,4,3,3
0.26,Ideal,E,VS1,61.5,57.0,556,4.09,4.12,2.52,6.320768294250582,4,5,4
0.7,Very Good,F,VS2,62.3,58.0,2812,5.64,5.72,3.54,7.941651252930556,2,4,3
0.7,Very Good,F,VS2,60.9,61.0,2812,5.66,5.71,3.46,7.941651252930556,2,4,3
0.71,Ideal,D,SI1,62.4,57.0,2812,5.69,5.72,3.56,7.941651252930556,4,6,2
0.99,Fair,J,SI1,55.0,61.0,2812,6.72,6.67,3.68,7.941651252930556,0,0,2
0.73,Premium,E,VS2,58.6,60.0,2812,5.92,5.89,3.46,7.941651252930556,3,5,3
0.51,Ideal,F,VVS1,62.0,57.0,2812,5.15,5.11,3.18,7.941651252930556,4,4,6
0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77,7.9420068084898565,3,3,1
0.84,Very Good,E,SI1,63.4,55.0,2813,6.0,5.95,3.79,7.9420068084898565,2,5,2
0.91,Good,I,VS2,64.3,58.0,2813,6.09,6.05,3.9,7.9420068084898565,1,1,3
0.76,Premium,E,SI1,62.2,59.0,2814,5.86,5.81,3.63,7.942362237674335,3,5,2
0.76,Ideal,E,SI1,61.7,57.0,2814,5.88,5.85,3.62,7.942362237674335,4,5,2
0.75,Premium,E,SI1,61.1,59.0,2814,5.86,5.83,3.57,7.942362237674335,3,5,2
0.55,Very Good,D,VVS1,61.5,56.0,2815,5.23,5.27,3.23,7.942717540573791,2,6,6
0.76,Very Good,F,SI2,58.5,62.0,2815,5.93,6.01,3.49,7.942717540573791,2,4,1
0.74,Premium,G,VS1,61.7,58.0,2815,5.79,5.81,3.58,7.942717540573791,3,3,4
0.7,Ideal,H,SI1,60.4,56.0,2815,5.75,5.81,3.49,7.942717540573791,4,2,2
0.7,Ideal,H,SI1,61.4,56.0,2815,5.7,5.76,3.52,7.942717540573791,4,2,2
0.7,Ideal,H,SI1,61.5,55.0,2815,5.73,5.79,3.54,7.942717540573791,4,2,2
0.7,Ideal,H,SI1,61.4,56.0,2815,5.72,5.77,3.53,7.942717540573791,4,2,2
0.9,Fair,J,VS2,65.0,56.0,2815,6.08,6.04,3.94,7.942717540573791,0,0,3
0.95,Fair,F,SI2,56.0,60.0,2815,6.62,6.53,3.68,7.942717540573791,0,4,1
0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,3.76,7.942717540573791,3,2,1
0.72,Premium,E,VS2,58.3,58.0,2815,5.99,5.92,3.47,7.942717540573791,3,5,3
0.96,Fair,E,SI2,53.1,63.0,2815,6.73,6.65,3.55,7.942717540573791,0,5,1
1.02,Premium,G,I1,60.3,58.0,2815,6.55,6.5,3.94,7.942717540573791,3,3,0
0.78,Very Good,I,VVS2,61.4,56.0,2816,5.91,5.95,3.64,7.943072717277933,2,1,5
0.61,Ideal,G,VVS2,60.1,57.0,2816,5.52,5.54,3.32,7.943072717277933,4,3,5
0.71,Good,D,VS1,63.4,55.0,2816,5.61,5.69,3.58,7.943072717277933,1,6,4
0.78,Premium,F,SI1,61.5,59.0,2816,5.96,5.88,3.64,7.943072717277933,3,4,2
0.87,Ideal,H,SI2,62.7,56.0,2816,6.16,6.13,3.85,7.943072717277933,4,2,1
0.83,Ideal,H,SI1,62.5,55.0,2816,6.04,6.0,3.76,7.943072717277933,4,2,2
0.71,Premium,E,SI1,61.3,56.0,2817,5.78,5.73,3.53,7.943427767876373,3,5,2
0.71,Ideal,I,VVS2,60.2,56.0,2817,5.84,5.89,3.53,7.943427767876373,4,1,5
0.71,Ideal,E,VS2,62.7,57.0,2817,5.66,5.64,3.54,7.943427767876373,4,5,3
0.71,Premium,E,VS2,62.3,58.0,2817,5.69,5.65,3.53,7.943427767876373,3,5,3
0.63,Ideal,F,VVS2,61.5,56.0,2817,5.48,5.52,3.38,7.943427767876373,4,4,5
0.71,Premium,E,SI1,59.2,59.0,2817,5.86,5.83,3.46,7.943427767876373,3,5,2
0.71,Premium,E,SI1,61.8,59.0,2817,5.75,5.7,3.54,7.943427767876373,3,5,2
0.71,Ideal,E,SI1,61.3,55.0,2817,5.77,5.72,3.52,7.943427767876373,4,5,2
0.71,Premium,E,SI1,61.4,58.0,2817,5.77,5.73,3.53,7.943427767876373,3,5,2
0.9,Ideal,J,VS2,62.8,55.0,2817,6.2,6.16,3.88,7.943427767876373,4,0,3
0.71,Good,E,SI1,62.8,64.0,2817,5.6,5.54,3.5,7.943427767876373,1,5,2
0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3.52,7.943782692458625,3,5,3
0.7,Premium,E,VS2,59.3,60.0,2818,5.78,5.73,3.41,7.943782692458625,3,5,3
0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3.54,7.943782692458625,3,5,3
1.0,Premium,H,I1,61.3,60.0,2818,6.43,6.39,3.93,7.943782692458625,3,2,0
0.86,Premium,F,SI2,59.3,62.0,2818,6.36,6.22,3.73,7.943782692458625,3,4,1
0.8,Ideal,H,SI1,61.0,57.0,2818,6.07,6.0,3.68,7.943782692458625,4,2,2
0.7,Ideal,E,VS1,62.9,57.0,2818,5.66,5.61,3.54,7.943782692458625,4,5,4
0.7,Premium,E,VS1,59.6,57.0,2818,5.91,5.83,3.5,7.943782692458625,3,5,4
0.7,Premium,F,VS2,61.8,60.0,2818,5.69,5.64,3.5,7.943782692458625,3,4,3
0.7,Premium,E,VS1,62.7,57.0,2818,5.68,5.64,3.55,7.943782692458625,3,5,4
1.0,Fair,H,SI2,65.3,62.0,2818,6.34,6.12,4.08,7.943782692458625,0,2,1
0.72,Very Good,G,VS1,63.8,58.0,2819,5.64,5.68,3.61,7.9441374911141125,2,3,4
0.72,Ideal,H,VS1,62.3,56.0,2819,5.73,5.77,3.58,7.9441374911141125,4,2,4
0.7,Good,F,VS1,59.7,63.0,2819,5.76,5.79,3.45,7.9441374911141125,1,4,4
0.86,Good,F,SI2,64.3,60.0,2819,5.97,5.95,3.83,7.9441374911141125,1,4,1
0.71,Ideal,G,VS1,62.9,58.0,2820,5.66,5.69,3.57,7.944492163932159,4,3,4
0.75,Ideal,E,SI1,62.0,57.0,2821,5.8,5.78,3.59,7.944846711001996,4,5,2
0.73,Premium,E,VS2,61.6,59.0,2821,5.77,5.73,3.54,7.944846711001996,3,5,3
0.53,Ideal,E,VVS1,61.9,55.0,2821,5.2,5.21,3.22,7.944846711001996,4,5,6
0.73,Premium,E,SI1,61.3,58.0,2821,5.83,5.76,3.55,7.944846711001996,3,5,2
0.73,Good,E,SI1,63.6,57.0,2821,5.72,5.7,3.63,7.944846711001996,1,5,2
0.73,Premium,E,SI1,59.6,61.0,2821,5.92,5.85,3.51,7.944846711001996,3,5,2
0.73,Premium,E,SI1,62.2,59.0,2821,5.77,5.68,3.56,7.944846711001996,3,5,2
0.73,Premium,D,SI1,61.7,55.0,2821,5.84,5.82,3.6,7.944846711001996,3,6,2
0.73,Very Good,E,SI1,63.2,58.0,2821,5.76,5.7,3.62,7.944846711001996,2,5,2
0.7,Premium,E,VS1,60.8,60.0,2822,5.74,5.71,3.48,7.945201132412759,3,5,4
0.72,Premium,E,VS2,60.3,59.0,2822,5.84,5.8,3.51,7.945201132412759,3,5,3
0.72,Premium,E,VS2,60.9,60.0,2822,5.8,5.76,3.52,7.945201132412759,3,5,3
0.72,Premium,E,VS2,62.4,59.0,2822,5.77,5.7,3.58,7.945201132412759,3,5,3
0.7,Premium,E,VS2,60.2,60.0,2822,5.73,5.7,3.44,7.945201132412759,3,5,3
0.6,Ideal,F,VVS2,62.0,55.0,2822,5.37,5.4,3.34,7.945201132412759,4,4,5
0.74,Ideal,I,VVS1,60.8,57.0,2822,5.85,5.89,3.57,7.945201132412759,4,1,6
0.73,Ideal,F,SI1,62.1,55.0,2822,5.75,5.78,3.58,7.945201132412759,4,4,2
0.71,Premium,D,SI1,62.7,60.0,2822,5.71,5.67,3.57,7.945201132412759,3,6,2
0.71,Premium,D,SI1,61.3,58.0,2822,5.75,5.73,3.52,7.945201132412759,3,6,2
0.7,Premium,D,SI1,60.2,60.0,2822,5.82,5.75,3.48,7.945201132412759,3,6,2
0.7,Ideal,D,SI1,60.7,56.0,2822,5.75,5.72,3.48,7.945201132412759,4,6,2
0.9,Good,J,VS2,64.0,61.0,2822,6.04,6.03,3.86,7.945201132412759,1,0,3
0.71,Ideal,D,SI1,60.2,56.0,2822,5.86,5.83,3.52,7.945201132412759,4,6,2
0.7,Premium,E,VS2,61.5,59.0,2822,5.73,5.68,3.51,7.945201132412759,3,5,3
0.7,Premium,E,VS2,62.6,56.0,2822,5.71,5.66,3.56,7.945201132412759,3,5,3
0.7,Ideal,D,SI1,59.7,58.0,2822,5.82,5.77,3.46,7.945201132412759,4,6,2
0.7,Good,E,SI1,61.4,64.0,2822,5.71,5.66,3.49,7.945201132412759,1,5,2
0.7,Ideal,D,SI1,62.5,57.0,2822,5.62,5.59,3.51,7.945201132412759,4,6,2
0.7,Ideal,D,SI1,61.8,56.0,2822,5.73,5.63,3.51,7.945201132412759,4,6,2
0.7,Premium,E,VS2,60.7,62.0,2822,5.72,5.68,3.46,7.945201132412759,3,5,3
0.7,Premium,F,VS2,60.6,58.0,2822,5.8,5.72,3.49,7.945201132412759,3,4,3
0.7,Ideal,D,SI1,61.4,54.0,2822,5.75,5.71,3.52,7.945201132412759,4,6,2
0.79,Very Good,D,SI2,62.8,59.0,2823,5.86,5.9,3.69,7.945555428253489,2,6,1
0.9,Good,I,SI1,63.8,57.0,2823,6.06,6.13,3.89,7.945555428253489,1,1,2
0.71,Premium,E,VS2,62.3,58.0,2823,5.71,5.66,3.54,7.945555428253489,3,5,3
0.61,Ideal,E,VVS2,61.3,54.0,2823,5.51,5.59,3.4,7.945555428253489,4,5,5
0.9,Fair,H,SI2,65.8,54.0,2823,6.05,5.98,3.96,7.945555428253489,0,2,1
0.71,Ideal,E,SI1,60.5,56.0,2823,5.77,5.73,3.47,7.945555428253489,4,5,2
0.71,Premium,D,VS2,61.2,59.0,2824,5.74,5.69,3.5,7.945909598613133,3,6,3
0.77,Ideal,I,VVS2,62.1,57.0,2824,5.84,5.86,3.63,7.945909598613133,4,1,5
0.74,Good,E,VS1,63.1,58.0,2824,5.73,5.75,3.62,7.945909598613133,1,5,4
0.82,Ideal,F,SI2,62.4,54.0,2824,6.02,5.97,3.74,7.945909598613133,4,4,1
0.82,Premium,E,SI2,60.8,60.0,2824,6.05,6.03,3.67,7.945909598613133,3,5,1
0.71,Premium,G,VS1,62.2,59.0,2825,5.73,5.66,3.54,7.946263643580541,3,3,4
0.83,Premium,H,SI1,60.0,59.0,2825,6.08,6.05,3.64,7.946263643580541,3,2,2
0.73,Very Good,G,VS1,62.0,57.0,2825,5.75,5.8,3.58,7.946263643580541,2,3,4
0.83,Premium,H,SI1,62.5,59.0,2825,6.02,5.95,3.74,7.946263643580541,3,2,2
1.17,Premium,J,I1,60.2,61.0,2825,6.9,6.83,4.13,7.946263643580541,3,0,0
0.91,Fair,H,SI2,61.3,67.0,2825,6.24,6.19,3.81,7.946263643580541,0,2,1
0.73,Premium,E,VS1,62.6,60.0,2826,5.75,5.68,3.58,7.946617563244473,3,5,4
0.7,Good,E,VS1,57.2,59.0,2826,5.94,5.88,3.38,7.946617563244473,1,5,4
0.9,Premium,I,SI2,62.2,59.0,2826,6.11,6.07,3.79,7.946617563244473,3,1,1
0.7,Premium,E,VS1,62.2,58.0,2826,5.66,5.6,3.5,7.946617563244473,3,5,4
0.7,Very Good,D,VS2,63.3,56.0,2826,5.6,5.58,3.54,7.946617563244473,2,6,3
0.7,Premium,E,VS1,59.4,61.0,2826,5.78,5.74,3.42,7.946617563244473,3,5,4
0.9,Very Good,I,SI2,63.5,56.0,2826,6.17,6.07,3.88,7.946617563244473,2,1,1
0.78,Premium,F,SI1,60.8,60.0,2826,5.97,5.94,3.62,7.946617563244473,3,4,2
0.96,Ideal,F,I1,60.7,55.0,2826,6.41,6.37,3.88,7.946617563244473,4,4,0
0.7,Very Good,D,SI1,62.3,59.0,2827,5.67,5.7,3.54,7.946971357693591,2,6,2
0.72,Good,D,VS2,64.0,54.0,2827,5.68,5.7,3.64,7.946971357693591,1,6,3
0.79,Premium,H,VVS2,62.6,58.0,2827,5.96,5.9,3.71,7.946971357693591,3,2,5
0.7,Ideal,H,VVS1,61.6,57.0,2827,5.69,5.74,3.52,7.946971357693591,4,2,6
